id,date,ret,mcap
68389X10,2019-01-31,0.11672199,163984.81
68389X10,2019-02-28,0.037826061,163984.81
68389X10,2019-03-29,0.030308843,163984.81
68389X10,2019-04-30,0.034630418,163984.81
68389X10,2019-05-31,-0.08548713,163984.81
68389X10,2019-06-28,0.12588942,163984.81
68389X10,2019-07-31,-0.0075478554,163984.81
68389X10,2019-08-30,-0.075310826,163984.81
68389X10,2019-09-30,0.057049513,163984.81
68389X10,2019-10-31,-0.0054515004,163984.81
03116210,2018-12-31,-0.065210104,122564.23
03116210,2019-01-31,-0.03883493,122564.23
03116210,2019-02-28,0.023622513,122564.23
03116210,2019-03-29,-0.0005261302,122564.23
03116210,2019-04-30,-0.056111097,122564.23
03116210,2019-05-31,-0.062290964,122564.23
03116210,2019-06-28,0.105458975,122564.23
03116210,2019-07-31,0.012480974,122564.23
03116210,2019-08-30,0.12589777,122564.23
03116210,2019-09-30,-0.072428346,122564.23
03116210,2019-10-31,0.10201025,122564.23
079805,2018-12-31,-0.047969284,126954.97
079805,2019-01-31,0.08315409,126954.97
079805,2019-02-28,0.05398178,126954.97
079805,2019-03-29,0.023843527,126954.97
079805,2019-04-30,0.0013560057,126954.97
079805,2019-05-31,-0.051914988,126954.97
079805,2019-06-28,0.025650144,126954.97
079805,2019-07-31,-0.042997303,126954.97
079805,2019-08-30,-0.073105454,126954.97
079805,2019-09-30,0.04342282,126954.97
079805,2019-10-31,-0.003879845,126954.97
22160K10,2018-12-31,-0.11920613,89743.625
22160K10,2019-01-31,0.053605556,89743.625
22160K10,2019-02-28,0.021804929,89743.625
22160K10,2019-03-29,0.10697627,89743.625
22160K10,2019-04-30,0.014000177,89743.625
22160K10,2019-05-31,-0.021585941,89743.625
22160K10,2019-06-28,0.10301363,89743.625
22160K10,2019-07-31,0.04302573,89743.625
22160K10,2019-08-30,0.0717628,89743.625
22160K10,2019-09-30,-0.022560835,89743.625
22160K10,2019-10-31,0.033494115,89743.625
484628,2018-12-31,-0.034680307,118617.8
484628,2019-01-31,0.042096853,118617.8
484628,2019-02-28,0.035807848,118617.8
484628,2019-03-29,0.07819855,118617.8
484628,2019-04-30,0.1102972,118617.8
484628,2019-05-31,-0.028749764,118617.8
484628,2019-06-28,0.117638,118617.8
484628,2019-07-31,-0.09549368,118617.8
484628,2019-08-30,-0.03853482,118617.8
484628,2019-09-30,-0.01659733,118617.8
484628,2019-10-31,0.12693083,118617.8
43851610,2018-12-31,-0.09969341,96394.74
43851610,2019-01-31,0.08711779,96394.74
43851610,2019-02-28,0.078395963,96394.74
43851610,2019-03-29,0.03147912,96394.74
43851610,2019-04-30,0.09256231,96394.74
43851610,2019-05-31,-0.04895467,96394.74
43851610,2019-06-28,0.06256461,96394.74
43851610,2019-07-31,-0.012199938,96394.74
43851610,2019-08-30,-0.040705147,96394.74
43851610,2019-09-30,0.02782166,96394.74
43851610,2019-10-31,0.020862818,96394.74
71817210,2018-12-31,-0.21530104,103783.74
71817210,2019-01-31,0.14919114,103783.74
71817210,2019-02-28,0.13321173,103783.74
71817210,2019-03-29,0.02979064,103783.74
71817210,2019-04-30,-0.020703733,103783.74
71817210,2019-05-31,-0.10894179,103783.74
